session_id,expected_hash,computed_hash,match,import_consistent,export_consistent,net_consistent,settlement_consistent,audit_ok,audit_reason,batch_day,batch_root
research_20260521_500-0001,0x93f92520a958db8377fb9b1e362ecbb4cc1cf4b6f6aa5b6b61fb1462c7f64c29,0x93f92520a958db8377fb9b1e362ecbb4cc1cf4b6f6aa5b6b61fb1462c7f64c29,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0002,0x1f67c5905900f29ef9dd296bf84eb4062fd59965c33a20241874e38c22d03a18,0x1f67c5905900f29ef9dd296bf84eb4062fd59965c33a20241874e38c22d03a18,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0003,0xa714cfbbd434a96f3cd5585b1f37d3a2bf99fd5d2fef6d26202791f76979a402,0xa714cfbbd434a96f3cd5585b1f37d3a2bf99fd5d2fef6d26202791f76979a402,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0004,0x3797930b9096f41d41c5348b37db1b17c3ddaba32dfa6ca6e5924f1b9e7f7ee9,0x3797930b9096f41d41c5348b37db1b17c3ddaba32dfa6ca6e5924f1b9e7f7ee9,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0005,0x9c9bed82f9adb7d94fd21d1fbb165c4e4e5dc9a19bc92bb1dc4e6a95c2062acb,0x9c9bed82f9adb7d94fd21d1fbb165c4e4e5dc9a19bc92bb1dc4e6a95c2062acb,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0006,0xb83b50e99e0c066a8986c66084b0445fa42038cef7f211e54a3cdd7b845ed483,0xb83b50e99e0c066a8986c66084b0445fa42038cef7f211e54a3cdd7b845ed483,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0007,0x556e1c3178a87c6edfb3afde424c53d0cb41731f889094cc12020eba07006471,0x556e1c3178a87c6edfb3afde424c53d0cb41731f889094cc12020eba07006471,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0008,0xc700666da1627b7bf9d0d224fdfe4c4bb56efacec5819cc0bbe26282e27bc428,0xc700666da1627b7bf9d0d224fdfe4c4bb56efacec5819cc0bbe26282e27bc428,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0009,0x0966fe4de40cc12878f0db29180062501e2afe212a9a8403f0ee92584cf5fd7d,0x0966fe4de40cc12878f0db29180062501e2afe212a9a8403f0ee92584cf5fd7d,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0010,0x59eeed4933f219685493968dd703d745c4d84400da4eefbcfeef745fa46736f8,0x59eeed4933f219685493968dd703d745c4d84400da4eefbcfeef745fa46736f8,True,True,True,True,True,True,,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
