session_id,user_id,evse_id,start_ts,end_ts,session_type,tariff_model
research_20260521_500-0001,user-002,EVSE-046,2026-05-21T23:22:59.070749Z,2026-05-22T00:02:59.070749Z,bidirectional,TOU
research_20260521_500-0002,user-004,EVSE-023,2026-05-21T13:12:08.338401Z,2026-05-21T13:52:08.338401Z,charge_only,TOU
research_20260521_500-0003,user-008,EVSE-041,2026-05-21T11:06:49.892898Z,2026-05-21T12:06:49.892898Z,charge_only,TOU
research_20260521_500-0004,user-006,EVSE-036,2026-05-21T18:57:18.592541Z,2026-05-21T19:37:18.592541Z,charge_only,TOU
research_20260521_500-0005,user-001,EVSE-014,2026-05-21T18:29:10.246582Z,2026-05-21T18:49:10.246582Z,discharge_only,TOU
research_20260521_500-0006,user-008,EVSE-009,2026-05-21T20:33:15.894586Z,2026-05-21T21:03:15.894586Z,charge_only,TOU
research_20260521_500-0007,user-001,EVSE-001,2026-05-21T03:19:00.708605Z,2026-05-21T03:49:00.708605Z,bidirectional,TOU
research_20260521_500-0008,user-009,EVSE-041,2026-05-21T05:57:44.158115Z,2026-05-21T06:37:44.158115Z,bidirectional,TOU
research_20260521_500-0009,user-006,EVSE-036,2026-05-21T05:40:59.066874Z,2026-05-21T06:55:59.066874Z,charge_only,TOU
research_20260521_500-0010,user-010,EVSE-029,2026-05-21T13:49:40.881967Z,2026-05-21T14:19:40.881967Z,charge_only,TOU
research_20260521_500-0011,user-006,EVSE-031,2026-05-21T23:28:42.639935Z,2026-05-22T00:43:42.639935Z,charge_only,TOU
research_20260521_500-0012,user-002,EVSE-013,2026-05-21T08:10:03.890442Z,2026-05-21T08:50:03.890442Z,discharge_only,TOU
research_20260521_500-0013,user-007,EVSE-026,2026-05-21T19:34:46.633708Z,2026-05-21T20:34:46.633708Z,charge_only,TOU
research_20260521_500-0014,user-001,EVSE-034,2026-05-21T00:20:09.315897Z,2026-05-21T01:00:09.315897Z,bidirectional,TOU
research_20260521_500-0015,user-002,EVSE-040,2026-05-21T03:33:04.004082Z,2026-05-21T03:53:04.004082Z,bidirectional,TOU
research_20260521_500-0016,user-010,EVSE-040,2026-05-21T11:26:11.573378Z,2026-05-21T12:06:11.573378Z,charge_only,TOU
