session_id,user_id,evse_id,start_ts,end_ts,session_type,tariff_model
run_20260521_224907-0001,user-002,EVSE-046,2026-05-23T23:22:59.070749Z,2026-05-24T00:02:59.070749Z,bidirectional,TOU
run_20260521_224907-0002,user-004,EVSE-023,2026-05-23T13:12:08.338401Z,2026-05-23T13:52:08.338401Z,charge_only,TOU
run_20260521_224907-0003,user-008,EVSE-041,2026-05-23T11:06:49.892898Z,2026-05-23T12:06:49.892898Z,charge_only,TOU
run_20260521_224907-0004,user-006,EVSE-036,2026-05-23T18:57:18.592541Z,2026-05-23T19:37:18.592541Z,charge_only,TOU
run_20260521_224907-0005,user-001,EVSE-014,2026-05-23T18:29:10.246582Z,2026-05-23T18:49:10.246582Z,discharge_only,TOU
run_20260521_224907-0006,user-008,EVSE-009,2026-05-23T20:33:15.894586Z,2026-05-23T21:03:15.894586Z,charge_only,TOU
run_20260521_224907-0007,user-001,EVSE-001,2026-05-23T03:19:00.708605Z,2026-05-23T03:49:00.708605Z,bidirectional,TOU
run_20260521_224907-0008,user-009,EVSE-041,2026-05-23T05:57:44.158115Z,2026-05-23T06:37:44.158115Z,bidirectional,TOU
run_20260521_224907-0009,user-006,EVSE-036,2026-05-23T05:40:59.066874Z,2026-05-23T06:55:59.066874Z,charge_only,TOU
run_20260521_224907-0010,user-010,EVSE-029,2026-05-23T13:49:40.881967Z,2026-05-23T14:19:40.881967Z,charge_only,TOU
run_20260521_224907-0011,user-006,EVSE-031,2026-05-23T23:28:42.639935Z,2026-05-24T00:43:42.639935Z,charge_only,TOU
run_20260521_224907-0012,user-002,EVSE-013,2026-05-23T08:10:03.890442Z,2026-05-23T08:50:03.890442Z,discharge_only,TOU
run_20260521_224907-0013,user-007,EVSE-026,2026-05-23T19:34:46.633708Z,2026-05-23T20:34:46.633708Z,charge_only,TOU
run_20260521_224907-0014,user-001,EVSE-034,2026-05-23T00:20:09.315897Z,2026-05-23T01:00:09.315897Z,bidirectional,TOU
run_20260521_224907-0015,user-002,EVSE-040,2026-05-23T03:33:04.004082Z,2026-05-23T03:53:04.004082Z,bidirectional,TOU
run_20260521_224907-0016,user-010,EVSE-040,2026-05-23T11:26:11.573378Z,2026-05-23T12:06:11.573378Z,charge_only,TOU
run_20260521_224907-0017,user-002,EVSE-036,2026-05-23T11:04:48.387486Z,2026-05-23T12:19:48.387486Z,bidirectional,TOU
run_20260521_224907-0018,user-004,EVSE-018,2026-05-23T06:45:38.307031Z,2026-05-23T07:15:38.307031Z,charge_only,TOU
run_20260521_224907-0019,user-003,EVSE-038,2026-05-23T08:41:33.404201Z,2026-05-23T09:21:33.404201Z,charge_only,TOU
run_20260521_224907-0020,user-001,EVSE-040,2026-05-23T16:35:06.478566Z,2026-05-23T16:55:06.478566Z,bidirectional,TOU
run_20260521_224907-0021,user-004,EVSE-045,2026-05-23T03:13:58.067847Z,2026-05-23T03:43:58.067847Z,bidirectional,TOU
run_20260521_224907-0022,user-008,EVSE-002,2026-05-23T18:38:41.726804Z,2026-05-23T19:38:41.726804Z,discharge_only,TOU
run_20260521_224907-0023,user-003,EVSE-001,2026-05-23T10:02:57.047005Z,2026-05-23T10:42:57.047005Z,bidirectional,TOU
run_20260521_224907-0024,user-004,EVSE-033,2026-05-23T15:14:31.264838Z,2026-05-23T15:34:31.264838Z,charge_only,TOU
run_20260521_224907-0025,user-007,EVSE-011,2026-05-23T07:15:01.193014Z,2026-05-23T08:30:01.193014Z,bidirectional,TOU
