session_id,ts,energy_kwh,import_kwh,export_kwh
run_20260521_224907-0001,2026-05-23T23:22:59.070749Z,0.0,0.0,0.0
run_20260521_224907-0001,2026-05-23T23:27:59.070749Z,0.596,0.596,0.0
run_20260521_224907-0001,2026-05-23T23:32:59.070749Z,1.12,1.12,0.0
run_20260521_224907-0001,2026-05-23T23:37:59.070749Z,1.708,1.708,0.0
run_20260521_224907-0001,2026-05-23T23:42:59.070749Z,2.299,2.299,0.0
run_20260521_224907-0001,2026-05-23T23:47:59.070749Z,2.936,2.936,0.0
run_20260521_224907-0001,2026-05-23T23:52:59.070749Z,2.311,2.936,0.624
run_20260521_224907-0001,2026-05-23T23:57:59.070749Z,2.85,3.474,0.624
run_20260521_224907-0001,2026-05-24T00:02:59.070749Z,3.404,4.028,0.624
run_20260521_224907-0002,2026-05-23T13:12:08.338401Z,0.0,0.0,0.0
run_20260521_224907-0002,2026-05-23T13:17:08.338401Z,0.634,0.634,0.0
run_20260521_224907-0002,2026-05-23T13:22:08.338401Z,1.287,1.287,0.0
run_20260521_224907-0002,2026-05-23T13:27:08.338401Z,1.88,1.88,0.0
run_20260521_224907-0002,2026-05-23T13:32:08.338401Z,2.521,2.521,0.0
run_20260521_224907-0002,2026-05-23T13:37:08.338401Z,3.123,3.123,0.0
run_20260521_224907-0002,2026-05-23T13:42:08.338401Z,3.695,3.695,0.0
run_20260521_224907-0002,2026-05-23T13:47:08.338401Z,4.254,4.254,0.0
run_20260521_224907-0002,2026-05-23T13:52:08.338401Z,4.893,4.893,0.0
run_20260521_224907-0003,2026-05-23T11:06:49.892898Z,0.0,0.0,0.0
run_20260521_224907-0003,2026-05-23T11:11:49.892898Z,0.64,0.64,0.0
run_20260521_224907-0003,2026-05-23T11:16:49.892898Z,1.167,1.167,0.0
run_20260521_224907-0003,2026-05-23T11:21:49.892898Z,1.818,1.818,0.0
run_20260521_224907-0003,2026-05-23T11:26:49.892898Z,2.357,2.357,0.0
run_20260521_224907-0003,2026-05-23T11:31:49.892898Z,2.952,2.952,0.0
run_20260521_224907-0003,2026-05-23T11:36:49.892898Z,3.535,3.535,0.0
run_20260521_224907-0003,2026-05-23T11:41:49.892898Z,4.141,4.141,0.0
run_20260521_224907-0003,2026-05-23T11:46:49.892898Z,4.791,4.791,0.0
run_20260521_224907-0003,2026-05-23T11:51:49.892898Z,5.429,5.429,0.0
run_20260521_224907-0003,2026-05-23T11:56:49.892898Z,6.05,6.05,0.0
run_20260521_224907-0003,2026-05-23T12:01:49.892898Z,6.689,6.689,0.0
run_20260521_224907-0003,2026-05-23T12:06:49.892898Z,7.318,7.318,0.0
run_20260521_224907-0004,2026-05-23T18:57:18.592541Z,0.0,0.0,0.0
run_20260521_224907-0004,2026-05-23T19:02:18.592541Z,1.683,1.683,0.0
run_20260521_224907-0004,2026-05-23T19:07:18.592541Z,3.315,3.315,0.0
run_20260521_224907-0004,2026-05-23T19:12:18.592541Z,5.289,5.289,0.0
run_20260521_224907-0004,2026-05-23T19:17:18.592541Z,7.383,7.383,0.0
run_20260521_224907-0004,2026-05-23T19:22:18.592541Z,9.309,9.309,0.0
run_20260521_224907-0004,2026-05-23T19:27:18.592541Z,11.296,11.296,0.0
