session_id,expected_hash,computed_hash,match,import_consistent,export_consistent,net_consistent,settlement_consistent,audit_ok,audit_reason,batch_day,batch_root
run_20260307_223049-0001,0x9bc537fac493cda1854eae41163f5a8aceb35a7cad64cdbc4e57ccaabf0ec14a,0x9bc537fac493cda1854eae41163f5a8aceb35a7cad64cdbc4e57ccaabf0ec14a,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0002,0xec918e244fc7cbdea5b309e3b95aecefc2425e538c22520e6960eca145fc2a2c,0xec918e244fc7cbdea5b309e3b95aecefc2425e538c22520e6960eca145fc2a2c,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0003,0x1610421f7acec297b7aa747d8dc1ae23020dcc3cd015cd4830cc5feafcd1fa20,0x1610421f7acec297b7aa747d8dc1ae23020dcc3cd015cd4830cc5feafcd1fa20,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0004,0xaf3d3c7ebcb0066279ea4c7a009bffe9d80d8ade0313372cc6f161df4c7eba7e,0xaf3d3c7ebcb0066279ea4c7a009bffe9d80d8ade0313372cc6f161df4c7eba7e,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0005,0x403a3f6ce1c0163024480eeaede883dce9fcb04be8d90b3e287476d7fbc6c639,0x403a3f6ce1c0163024480eeaede883dce9fcb04be8d90b3e287476d7fbc6c639,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0006,0x94c4066902c126b36ec9b2cf7deaab536db013ad7072e574d30b4c7df15999f8,0x94c4066902c126b36ec9b2cf7deaab536db013ad7072e574d30b4c7df15999f8,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0007,0x96175614c8c7717264cc4bb8358290c081bd9e54e5cf6c7f2b4f0bcc6ad3e0b4,0x96175614c8c7717264cc4bb8358290c081bd9e54e5cf6c7f2b4f0bcc6ad3e0b4,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0008,0xd47d63bf678ef740ae0e4a71093024c8f87ef718860a914fbbf705141ca9ae3f,0xd47d63bf678ef740ae0e4a71093024c8f87ef718860a914fbbf705141ca9ae3f,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0009,0x5360f41c3b284f9867cf31218eff3684bd800d24e17784e4b65c190778becc7e,0x5360f41c3b284f9867cf31218eff3684bd800d24e17784e4b65c190778becc7e,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0010,0x1415ff5f9d03fc82d89839eea5e47d677c52f0e49fe68599b29494bc41aab93c,0x1415ff5f9d03fc82d89839eea5e47d677c52f0e49fe68599b29494bc41aab93c,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0011,0x7cb165700ea7a13e773166549b06b765cce46be868427c3f5e84ac2b76b34130,0x7cb165700ea7a13e773166549b06b765cce46be868427c3f5e84ac2b76b34130,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0012,0x682eca275f764b5ffe40c305913c04920c22e9002020a1b8a1fe182ee5d1c265,0x682eca275f764b5ffe40c305913c04920c22e9002020a1b8a1fe182ee5d1c265,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0013,0x3c0dfc97a8d044a2b18745621fa56ef25b1535acd0949494601b5d4548d9d551,0x3c0dfc97a8d044a2b18745621fa56ef25b1535acd0949494601b5d4548d9d551,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0014,0x759761927d499fbfbe0b653085b1dce5ab4dba98709c4cc78ebb94555097caa0,0x759761927d499fbfbe0b653085b1dce5ab4dba98709c4cc78ebb94555097caa0,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0015,0x3bd24d1bc01e88a279043d26d6dbbebf05100c289c6d7fe2b730a4abf972362f,0x3bd24d1bc01e88a279043d26d6dbbebf05100c289c6d7fe2b730a4abf972362f,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0016,0xf248e5def8666f398110d31f1ea5901ceffaf4d5baf5151958618f4d46c69b1c,0xf248e5def8666f398110d31f1ea5901ceffaf4d5baf5151958618f4d46c69b1c,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0017,0xc7fef8cc207e39db5a4cae720276dc1086f7e2c86229841a75366dd440b8e05c,0xc7fef8cc207e39db5a4cae720276dc1086f7e2c86229841a75366dd440b8e05c,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0018,0x1c09d65ad8398ccee2aec5ed8d26ffd12edfbf55fe0076b8bcc016cff0d2abc8,0x1c09d65ad8398ccee2aec5ed8d26ffd12edfbf55fe0076b8bcc016cff0d2abc8,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0019,0x232f87828307a7e64a7a2433b9774e81e58aba0a643cc3ba4e5894aabf01b013,0x232f87828307a7e64a7a2433b9774e81e58aba0a643cc3ba4e5894aabf01b013,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0020,0xa3be1b6478512bab632ff37e00ae7c498d6bcadb70e03565fc5a0a41773d7edf,0xa3be1b6478512bab632ff37e00ae7c498d6bcadb70e03565fc5a0a41773d7edf,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0021,0x7ffaae19cbcf94af280e6e8f9cf89134df226aa5ed665ffffde2a505c5e592fb,0x7ffaae19cbcf94af280e6e8f9cf89134df226aa5ed665ffffde2a505c5e592fb,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0022,0xc099cfd830476ae646b7f18e7569c468e1476e1cb8fc89135e4582cac861e4fb,0xc099cfd830476ae646b7f18e7569c468e1476e1cb8fc89135e4582cac861e4fb,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0023,0xc4632900e69b9343ead451e3983cf638474723c2708dab5dd54a74763c9de301,0xc4632900e69b9343ead451e3983cf638474723c2708dab5dd54a74763c9de301,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0024,0xd9986b791fa2574d02f860094db51b8bf45e5f672efb7aece12ff0dce7a5cdcf,0xd9986b791fa2574d02f860094db51b8bf45e5f672efb7aece12ff0dce7a5cdcf,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0025,0xa23a050990a77d5c697290d1f8dcb1bb6193c20ad4910e26e997b4ceab894175,0xa23a050990a77d5c697290d1f8dcb1bb6193c20ad4910e26e997b4ceab894175,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0026,0x18585408fcbe8b68a2d94d7fff873b037583c2de77db386867418a17113c9fbd,0x18585408fcbe8b68a2d94d7fff873b037583c2de77db386867418a17113c9fbd,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0027,0x00b9d3deef3161fd56378f7ac27098eef2bce0b37b8b6b06c5afe862eedd92ce,0x00b9d3deef3161fd56378f7ac27098eef2bce0b37b8b6b06c5afe862eedd92ce,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0028,0xe08e14d969a3a977cbbc6b33561523f45e3b8e2327e46cfa4f963c818bab58ed,0xe08e14d969a3a977cbbc6b33561523f45e3b8e2327e46cfa4f963c818bab58ed,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0029,0x8f1ff84708e124ed8f2c32a1d713f51157734ccd862609373c2cae37a3df58bb,0x8f1ff84708e124ed8f2c32a1d713f51157734ccd862609373c2cae37a3df58bb,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0030,0xa2fe214b7e01752a7b48e5af08bae0f5c8df1d5fc27e349c242d97c821459388,0xa2fe214b7e01752a7b48e5af08bae0f5c8df1d5fc27e349c242d97c821459388,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0031,0x938e65a36bbee131276fb2c6af3e5947851abc25987d500b1fa277e76f3c6f6a,0x938e65a36bbee131276fb2c6af3e5947851abc25987d500b1fa277e76f3c6f6a,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0032,0xf8cd2297c622ac429672c5634da89084096e0b10cfa092f5070aec8702f893f7,0xf8cd2297c622ac429672c5634da89084096e0b10cfa092f5070aec8702f893f7,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0033,0x3fa2b8f3be2678e757ceaac6814261124341441ae5ddd33a2b7f6ede7e26616a,0x3fa2b8f3be2678e757ceaac6814261124341441ae5ddd33a2b7f6ede7e26616a,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0034,0xbb1eda72304ff4642ff5772873f46160531e6032af139b52f84ecaf2278491b3,0xbb1eda72304ff4642ff5772873f46160531e6032af139b52f84ecaf2278491b3,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0035,0x409905550a98fa4020056c904bf34363e71863d9486cb13896cad582293f55d9,0x409905550a98fa4020056c904bf34363e71863d9486cb13896cad582293f55d9,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0036,0x98ef89f3ed44ea727045418aaa9f2932e3fd25cacc86b009d49be9f6e1842a45,0x98ef89f3ed44ea727045418aaa9f2932e3fd25cacc86b009d49be9f6e1842a45,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0037,0xe3ed06c262bf26fe651be15528066210221daa6f7e41684bb05034392990f938,0xe3ed06c262bf26fe651be15528066210221daa6f7e41684bb05034392990f938,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0038,0xfbdab7883a46170fca265c380e4a3c02bd62d9fd63fbb7aed0f9735249199ca3,0xfbdab7883a46170fca265c380e4a3c02bd62d9fd63fbb7aed0f9735249199ca3,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0039,0x91ea539a3adb88136d7332af6334a21a01830af9540797eed19c1142a0a09776,0x91ea539a3adb88136d7332af6334a21a01830af9540797eed19c1142a0a09776,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0040,0x2bb0419f2c2dc0ac04d08ae754851ae12d360ac4a8d0720ddece00e4d35c984d,0x2bb0419f2c2dc0ac04d08ae754851ae12d360ac4a8d0720ddece00e4d35c984d,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0041,0x3d80f8356d67b571eb833d38162620be60d35defd6c261855ef85972b50f3e03,0x3d80f8356d67b571eb833d38162620be60d35defd6c261855ef85972b50f3e03,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0042,0x3d94224e92fbe5bc5a3ca9634f52d6548e51f76667f6654bf4b9bec7d94278c5,0x3d94224e92fbe5bc5a3ca9634f52d6548e51f76667f6654bf4b9bec7d94278c5,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
run_20260307_223049-0043,0x5d165d78adb69b0c7d58b88c8a1011481a985f99568299df0dbd5a6cd4caf5b1,0x5d165d78adb69b0c7d58b88c8a1011481a985f99568299df0dbd5a6cd4caf5b1,True,True,True,True,True,True,,2026-03-07,0x34379b58a04085efa81110fdf1d5abb67c82eb61db3180731cd6a64178bddd99
