session_id,ts,energy_kwh,import_kwh,export_kwh
run_20260307_223049-0001,2026-03-07T23:22:59.070749Z,0.0,0.0,0.0
run_20260307_223049-0001,2026-03-07T23:27:59.070749Z,-0.592,0.0,0.592
run_20260307_223049-0001,2026-03-07T23:32:59.070749Z,-1.103,0.0,1.103
run_20260307_223049-0001,2026-03-07T23:37:59.070749Z,-1.722,0.0,1.722
run_20260307_223049-0001,2026-03-07T23:42:59.070749Z,-2.306,0.0,2.306
run_20260307_223049-0001,2026-03-07T23:47:59.070749Z,-2.893,0.0,2.893
run_20260307_223049-0001,2026-03-07T23:52:59.070749Z,-3.5,0.0,3.5
run_20260307_223049-0001,2026-03-07T23:57:59.070749Z,-4.114,0.0,4.114
run_20260307_223049-0001,2026-03-08T00:02:59.070749Z,-4.784,0.0,4.784
run_20260307_223049-0002,2026-03-07T13:54:53.487469Z,0.0,0.0,0.0
run_20260307_223049-0002,2026-03-07T13:59:53.487469Z,-2.044,0.0,2.044
run_20260307_223049-0002,2026-03-07T14:04:53.487469Z,-3.651,0.0,3.651
run_20260307_223049-0002,2026-03-07T14:09:53.487469Z,-5.588,0.0,5.588
run_20260307_223049-0002,2026-03-07T14:14:53.487469Z,-7.583,0.0,7.583
run_20260307_223049-0002,2026-03-07T14:19:53.487469Z,-9.394,0.0,9.394
run_20260307_223049-0002,2026-03-07T14:24:53.487469Z,-11.353,0.0,11.353
run_20260307_223049-0002,2026-03-07T14:29:53.487469Z,-13.194,0.0,13.194
run_20260307_223049-0002,2026-03-07T14:34:53.487469Z,-14.942,0.0,14.942
run_20260307_223049-0002,2026-03-07T14:39:53.487469Z,-16.65,0.0,16.65
run_20260307_223049-0002,2026-03-07T14:44:53.487469Z,-18.601,0.0,18.601
run_20260307_223049-0002,2026-03-07T14:49:53.487469Z,-20.355,0.0,20.355
run_20260307_223049-0002,2026-03-07T14:54:53.487469Z,-22.307,0.0,22.307
run_20260307_223049-0003,2026-03-07T22:05:31.662886Z,0.0,0.0,0.0
run_20260307_223049-0003,2026-03-07T22:10:31.662886Z,1.989,1.989,0.0
run_20260307_223049-0003,2026-03-07T22:15:31.662886Z,3.638,3.638,0.0
run_20260307_223049-0003,2026-03-07T22:20:31.662886Z,5.456,5.456,0.0
run_20260307_223049-0003,2026-03-07T22:25:31.662886Z,7.235,7.235,0.0
run_20260307_223049-0003,2026-03-07T22:30:31.662886Z,9.09,9.09,0.0
run_20260307_223049-0003,2026-03-07T22:35:31.662886Z,11.073,11.073,0.0
run_20260307_223049-0003,2026-03-07T22:40:31.662886Z,13.023,13.023,0.0
run_20260307_223049-0003,2026-03-07T22:45:31.662886Z,14.921,14.921,0.0
run_20260307_223049-0004,2026-03-07T20:04:46.686006Z,0.0,0.0,0.0
run_20260307_223049-0004,2026-03-07T20:09:46.686006Z,0.573,0.573,0.0
run_20260307_223049-0004,2026-03-07T20:14:46.686006Z,1.086,1.086,0.0
run_20260307_223049-0004,2026-03-07T20:19:46.686006Z,1.763,1.763,0.0
run_20260307_223049-0004,2026-03-07T20:24:46.686006Z,2.4,2.4,0.0
run_20260307_223049-0004,2026-03-07T20:29:46.686006Z,2.956,2.956,0.0
run_20260307_223049-0004,2026-03-07T20:34:46.686006Z,3.546,3.546,0.0
run_20260307_223049-0004,2026-03-07T20:39:46.686006Z,4.1,4.1,0.0
run_20260307_223049-0004,2026-03-07T20:44:46.686006Z,4.711,4.711,0.0
run_20260307_223049-0005,2026-03-07T03:45:17.594096Z,0.0,0.0,0.0
run_20260307_223049-0005,2026-03-07T03:50:17.594096Z,0.621,0.621,0.0
run_20260307_223049-0005,2026-03-07T03:55:17.594096Z,1.163,1.163,0.0
run_20260307_223049-0005,2026-03-07T04:00:17.594096Z,1.885,1.885,0.0
run_20260307_223049-0005,2026-03-07T04:05:17.594096Z,2.538,2.538,0.0
run_20260307_223049-0006,2026-03-07T14:29:17.403748Z,0.0,0.0,0.0
run_20260307_223049-0006,2026-03-07T14:34:17.403748Z,-0.602,0.0,0.602
run_20260307_223049-0006,2026-03-07T14:39:17.403748Z,-1.279,0.0,1.279
run_20260307_223049-0006,2026-03-07T14:44:17.403748Z,-1.872,0.0,1.872
run_20260307_223049-0006,2026-03-07T14:49:17.403748Z,-2.552,0.0,2.552
run_20260307_223049-0006,2026-03-07T14:54:17.403748Z,-3.2,0.0,3.2
run_20260307_223049-0006,2026-03-07T14:59:17.403748Z,-3.764,0.0,3.764
run_20260307_223049-0006,2026-03-07T15:04:17.403748Z,-4.404,0.0,4.404
run_20260307_223049-0006,2026-03-07T15:09:17.403748Z,-5.208,0.0,5.208
run_20260307_223049-0006,2026-03-07T15:14:17.403748Z,-5.782,0.0,5.782
run_20260307_223049-0006,2026-03-07T15:19:17.403748Z,-6.38,0.0,6.38
run_20260307_223049-0006,2026-03-07T15:24:17.403748Z,-7.008,0.0,7.008
run_20260307_223049-0006,2026-03-07T15:29:17.403748Z,-7.616,0.0,7.616
run_20260307_223049-0007,2026-03-07T22:27:31.206188Z,0.0,0.0,0.0
run_20260307_223049-0007,2026-03-07T22:32:31.206188Z,1.353,1.353,0.0
run_20260307_223049-0007,2026-03-07T22:37:31.206188Z,3.098,3.098,0.0
run_20260307_223049-0007,2026-03-07T22:42:31.206188Z,4.949,4.949,0.0
run_20260307_223049-0007,2026-03-07T22:47:31.206188Z,6.761,6.761,0.0
run_20260307_223049-0007,2026-03-07T22:52:31.206188Z,8.544,8.544,0.0
run_20260307_223049-0007,2026-03-07T22:57:31.206188Z,10.104,10.104,0.0
run_20260307_223049-0007,2026-03-07T23:02:31.206188Z,11.797,11.797,0.0
run_20260307_223049-0007,2026-03-07T23:07:31.206188Z,13.597,13.597,0.0
run_20260307_223049-0007,2026-03-07T23:12:31.206188Z,15.374,15.374,0.0
run_20260307_223049-0007,2026-03-07T23:17:31.206188Z,17.138,17.138,0.0
run_20260307_223049-0007,2026-03-07T23:22:31.206188Z,18.787,18.787,0.0
run_20260307_223049-0007,2026-03-07T23:27:31.206188Z,20.7,20.7,0.0
run_20260307_223049-0008,2026-03-07T05:41:46.466002Z,0.0,0.0,0.0
run_20260307_223049-0008,2026-03-07T05:46:46.466002Z,0.574,0.574,0.0
run_20260307_223049-0008,2026-03-07T05:51:46.466002Z,1.256,1.256,0.0
run_20260307_223049-0008,2026-03-07T05:56:46.466002Z,1.829,1.829,0.0
run_20260307_223049-0008,2026-03-07T06:01:46.466002Z,2.407,2.407,0.0
run_20260307_223049-0008,2026-03-07T06:06:46.466002Z,3.013,3.013,0.0
run_20260307_223049-0008,2026-03-07T06:11:46.466002Z,3.539,3.539,0.0
run_20260307_223049-0008,2026-03-07T06:16:46.466002Z,4.152,4.152,0.0
run_20260307_223049-0008,2026-03-07T06:21:46.466002Z,4.679,4.679,0.0
run_20260307_223049-0008,2026-03-07T06:26:46.466002Z,5.333,5.333,0.0
run_20260307_223049-0008,2026-03-07T06:31:46.466002Z,5.933,5.933,0.0
run_20260307_223049-0008,2026-03-07T06:36:46.466002Z,6.67,6.67,0.0
run_20260307_223049-0008,2026-03-07T06:41:46.466002Z,7.287,7.287,0.0
run_20260307_223049-0008,2026-03-07T06:46:46.466002Z,7.969,7.969,0.0
run_20260307_223049-0008,2026-03-07T06:51:46.466002Z,8.49,8.49,0.0
run_20260307_223049-0008,2026-03-07T06:56:46.466002Z,9.083,9.083,0.0
run_20260307_223049-0009,2026-03-07T04:23:55.590905Z,0.0,0.0,0.0
run_20260307_223049-0009,2026-03-07T04:28:55.590905Z,0.619,0.619,0.0
run_20260307_223049-0009,2026-03-07T04:33:55.590905Z,1.257,1.257,0.0
run_20260307_223049-0009,2026-03-07T04:38:55.590905Z,1.92,1.92,0.0
run_20260307_223049-0009,2026-03-07T04:43:55.590905Z,2.399,2.399,0.0
run_20260307_223049-0009,2026-03-07T04:48:55.590905Z,1.895,2.399,0.504
run_20260307_223049-0009,2026-03-07T04:53:55.590905Z,1.204,2.399,1.195
run_20260307_223049-0009,2026-03-07T04:58:55.590905Z,0.647,2.399,1.751
run_20260307_223049-0009,2026-03-07T05:03:55.590905Z,0.082,2.399,2.316
run_20260307_223049-0009,2026-03-07T05:08:55.590905Z,-0.429,2.399,2.828
run_20260307_223049-0009,2026-03-07T05:13:55.590905Z,-0.957,2.399,3.356
run_20260307_223049-0009,2026-03-07T05:18:55.590905Z,-1.61,2.399,4.009
run_20260307_223049-0009,2026-03-07T05:23:55.590905Z,-2.12,2.399,4.519
