session_id,expected_hash,computed_hash,match,batch_day,batch_root
run_20260217_222909-0001,0x5be840eb218ba47ad8ea0f9c5936d63a53a1935efb43c6039426df0f3bbc29ad,0x5be840eb218ba47ad8ea0f9c5936d63a53a1935efb43c6039426df0f3bbc29ad,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0002,0xfc86976d6495006f7269d99f7cf3fce59b8f2b3e5de18e9893afdd916f16b00a,0xfc86976d6495006f7269d99f7cf3fce59b8f2b3e5de18e9893afdd916f16b00a,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0003,0x3dcc9e1bb9f492f2835b3393be6a20a3e5394495b9885a0dddf9292dbfe1be99,0x3dcc9e1bb9f492f2835b3393be6a20a3e5394495b9885a0dddf9292dbfe1be99,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0004,0x5573cb49563da9cacacbcc5151c011ec9fd80956edd1abdb3daa7d3c6930b99a,0x5573cb49563da9cacacbcc5151c011ec9fd80956edd1abdb3daa7d3c6930b99a,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0005,0x589a77675eaf39a02577ea9503da9791de7982b8d9fd0fd5e5ea5c7e2565be33,0x589a77675eaf39a02577ea9503da9791de7982b8d9fd0fd5e5ea5c7e2565be33,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0006,0x121254f16815c1e5c517f0ff8103cd374d242646fe71c69da65f33971946d7ee,0x121254f16815c1e5c517f0ff8103cd374d242646fe71c69da65f33971946d7ee,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0007,0x27a7435f79a3b367402e1e9ea6c1af0ec08a53a31c98d27dfa9b28668dae28e6,0x27a7435f79a3b367402e1e9ea6c1af0ec08a53a31c98d27dfa9b28668dae28e6,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0008,0xca0739399c72adcf9298415b1e4157b98c2e170ab10a3cc11e14e31b03a3900a,0xca0739399c72adcf9298415b1e4157b98c2e170ab10a3cc11e14e31b03a3900a,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0009,0xc78c8fb6f93d8b1a453e0bccf747806b9c541fdd7df3d1520491fe5afe9c1de8,0xc78c8fb6f93d8b1a453e0bccf747806b9c541fdd7df3d1520491fe5afe9c1de8,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0010,0x1aa255d5c1d45186a93cdbf15cfe7d2019ff5c0229036e3863ecf46d404de391,0x1aa255d5c1d45186a93cdbf15cfe7d2019ff5c0229036e3863ecf46d404de391,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0011,0x2e898e77d47e73c9af09870332b2192e3b75ac1c1d413ff484e289a2b20e9e55,0x2e898e77d47e73c9af09870332b2192e3b75ac1c1d413ff484e289a2b20e9e55,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0012,0x38acbe5340043e23afa6d43dc462992f132627b9e8481472a73d67c386039b0b,0x38acbe5340043e23afa6d43dc462992f132627b9e8481472a73d67c386039b0b,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0013,0xedd0364670c8e72b153884fc0b39aab4bbcdf6c767d4d149affa06086e5ae941,0xedd0364670c8e72b153884fc0b39aab4bbcdf6c767d4d149affa06086e5ae941,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0014,0x7ec1ea65db3e4a94c4c97e259ef3a51a5786de0be7cd46e46dea9a7869180a38,0x7ec1ea65db3e4a94c4c97e259ef3a51a5786de0be7cd46e46dea9a7869180a38,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0015,0xe220c5e1c959dc410fc3050b8b53cdc779641e2530ed41b4a2a9c39d17782b3d,0xe220c5e1c959dc410fc3050b8b53cdc779641e2530ed41b4a2a9c39d17782b3d,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0016,0x3a9cc734f2db4e3071a37e7eb2c5dd846d1abd95799d06861c5b1627f09e8c43,0x3a9cc734f2db4e3071a37e7eb2c5dd846d1abd95799d06861c5b1627f09e8c43,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0017,0x08b222b627e259bd9bfa9b6186bfd36b7edeec5073c10bafe8f84145f59b26a2,0x08b222b627e259bd9bfa9b6186bfd36b7edeec5073c10bafe8f84145f59b26a2,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0018,0x68c7380c745d05bd6a2475f93c54c08161afc6197dbd4c19c1bdc57736333957,0x68c7380c745d05bd6a2475f93c54c08161afc6197dbd4c19c1bdc57736333957,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0019,0xe3cc6acee609ab78180e585e8602467ad813acacad662d50dd66ce41623625ce,0xe3cc6acee609ab78180e585e8602467ad813acacad662d50dd66ce41623625ce,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0020,0xffef121d807fc7ce5a7e4da55c0b8da4840ba1d9887bff3cf02dda96a8f15639,0xffef121d807fc7ce5a7e4da55c0b8da4840ba1d9887bff3cf02dda96a8f15639,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0021,0xdabaca4563e915753c3c858814f5011e91c97700a984eeff9c3e8f2516837e19,0xdabaca4563e915753c3c858814f5011e91c97700a984eeff9c3e8f2516837e19,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0022,0x3b7989256b0d24b0d2ec1da8567a864dd676e3c5b0321f204f3d2ac5c31edbc9,0x3b7989256b0d24b0d2ec1da8567a864dd676e3c5b0321f204f3d2ac5c31edbc9,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0023,0x9039f267d44394abf1f00d1236723bb2649495d98409cd136b98aa8a355ec062,0x9039f267d44394abf1f00d1236723bb2649495d98409cd136b98aa8a355ec062,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0024,0x0d9c920d1c1287b251a694b25218dfd6455a1cf072afc9005766956b8db1ad98,0x0d9c920d1c1287b251a694b25218dfd6455a1cf072afc9005766956b8db1ad98,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0025,0x691cf56beac9f884024adfb8c278a0ce5fd05e786008878a45bb0fd1129d7fb8,0x691cf56beac9f884024adfb8c278a0ce5fd05e786008878a45bb0fd1129d7fb8,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0026,0x60698e1badcd4dd81ce69d7920a94792d4fe725f35a23120d03a0a3e0284a4e2,0x60698e1badcd4dd81ce69d7920a94792d4fe725f35a23120d03a0a3e0284a4e2,True,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
