session_id,expected_hash,computed_hash,match,batch_day,batch_root
run_20260217_220238-0001,0x7e526b4a69f1487246f043bacea695eb39a46495b329b62fbe13a9767906370a,0x7e526b4a69f1487246f043bacea695eb39a46495b329b62fbe13a9767906370a,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0002,0x0b4b2bef55ec3a2877ed42eff75548d2afa6cb29af6f9ad7a738a4e2759ff419,0x0b4b2bef55ec3a2877ed42eff75548d2afa6cb29af6f9ad7a738a4e2759ff419,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0003,0x04583aea8dd0e91f00ab949c56f65e0103b3256bd5b925d351417974a871a659,0x04583aea8dd0e91f00ab949c56f65e0103b3256bd5b925d351417974a871a659,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0004,0xe31da02c47dbec520e978de675e7d7a4d101450ed1655869a231528daea83076,0xe31da02c47dbec520e978de675e7d7a4d101450ed1655869a231528daea83076,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0005,0xd523bfe2568c4f9dfa3ffd807962e7329867094d199fdb9d4f937de0be3e1385,0xd523bfe2568c4f9dfa3ffd807962e7329867094d199fdb9d4f937de0be3e1385,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0006,0xb733c15810ff9ece2ff50c0a6bebefa1a8dc5fcd553bb9764458ac5d829e8bbf,0xb733c15810ff9ece2ff50c0a6bebefa1a8dc5fcd553bb9764458ac5d829e8bbf,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0007,0xaa5e1fa0737c309d6e5579dede62984afa22535414e1ebec938fac9f9f3be797,0xaa5e1fa0737c309d6e5579dede62984afa22535414e1ebec938fac9f9f3be797,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0008,0xb8fc10dd5caf9ca82b40f541ad2eaa16ce53fdff123ee58e5c1de7b95a8e8967,0xb8fc10dd5caf9ca82b40f541ad2eaa16ce53fdff123ee58e5c1de7b95a8e8967,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0009,0xa1546c4ccc5493335b3d4b64f784aebd3ae3b7ce9df9b63dd049954ab4b77847,0xa1546c4ccc5493335b3d4b64f784aebd3ae3b7ce9df9b63dd049954ab4b77847,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0010,0x72e57988e6a8af6bd234f6d67737af8b8f4e0b1f4851082e472a9c0a23bd1ac2,0x72e57988e6a8af6bd234f6d67737af8b8f4e0b1f4851082e472a9c0a23bd1ac2,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0011,0xcb707b8ce370ee04d8628ee8746073f33765e4c547be9ad28ded89b04967f495,0xcb707b8ce370ee04d8628ee8746073f33765e4c547be9ad28ded89b04967f495,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0012,0x8b4f4d8607e6778a6e5c12a780e4ed8228f34b74a04897f436524736f2641710,0x8b4f4d8607e6778a6e5c12a780e4ed8228f34b74a04897f436524736f2641710,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0013,0xc6e8969dc61225e2ee5d249e54e941f2ebead934fa88e058652f3756848ec24d,0xc6e8969dc61225e2ee5d249e54e941f2ebead934fa88e058652f3756848ec24d,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0014,0x1af0ff0f4444148e02381810725401d617dfcad56d122dae1d012d5f017ce4e6,0x1af0ff0f4444148e02381810725401d617dfcad56d122dae1d012d5f017ce4e6,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0015,0xd10ee3abfed1f87f5a2944bb1a8ce60f99567a990e3471d75a68506ce4c2126f,0xd10ee3abfed1f87f5a2944bb1a8ce60f99567a990e3471d75a68506ce4c2126f,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0016,0xeec65e9b65f858e79243b4c8c26bbc880d1b278e4a66539e902f4a1ffe6c6484,0xeec65e9b65f858e79243b4c8c26bbc880d1b278e4a66539e902f4a1ffe6c6484,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0017,0x5499bbba85f6994e85e3b97e27b0f573bebf295c3a9bb6f46924f08785a29966,0x5499bbba85f6994e85e3b97e27b0f573bebf295c3a9bb6f46924f08785a29966,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0018,0x703a143a0358b398f1debe01d2897eea05379963f27a4c859bd6797d0f3566c6,0x703a143a0358b398f1debe01d2897eea05379963f27a4c859bd6797d0f3566c6,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0019,0x2dafd52a6d5a68b6058c50459f1aff5c418e2451c09d87e804cf0a684a57b009,0x2dafd52a6d5a68b6058c50459f1aff5c418e2451c09d87e804cf0a684a57b009,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0020,0xba9fb4615a6e22708299aef743b295113f44fb605f1723fa714377e138fd9358,0xba9fb4615a6e22708299aef743b295113f44fb605f1723fa714377e138fd9358,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0021,0x2b1e0b89cf9ad473a7360b96bdbb40c5fabb143bb8fd5515f691c2a4ae6bb5d1,0x2b1e0b89cf9ad473a7360b96bdbb40c5fabb143bb8fd5515f691c2a4ae6bb5d1,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0022,0x9456f5d55dc62f0973a55c3f7ae3f4ab653ea698ee9c28ff60990f379ef6a6af,0x9456f5d55dc62f0973a55c3f7ae3f4ab653ea698ee9c28ff60990f379ef6a6af,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0023,0x2ec3e578d48c565a7e41efd94bd879ab60a76709e29612655bec26d649f65faa,0x2ec3e578d48c565a7e41efd94bd879ab60a76709e29612655bec26d649f65faa,True,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
